"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
353,"NCT04365114","Patient Outcomes From Second Film-readers and Test Threshold Relaxation in Breast Screening","Enrolling by invitation","No Results Available","Breast Cancer|Ductal Carcinoma in Situ","Diagnostic Test: Breast Screening Mammography with single reader|Diagnostic Test: Breast screening mammography with two readers|Diagnostic Test: Test threshold","April 28, 2020","Univesity of Warwick, Coventry, Warwickshire, United Kingdom","https://ClinicalTrials.gov/show/NCT04365114"
354,"NCT04340180","Evaluating the Performance of AI in Evaluating Breast MRI Performed With Dose Reduction","Not yet recruiting","No Results Available","Breast Benign Tumor|Breast Malignant Tumor","Drug: Standard of Care (SOC) gadolinium Breast MRI|Drug: reduced 1/4 dose gadolinium Breast MRI with Artificial Intelligence (AI) to aid in evaluation.","April 9, 2020","The Kirklin Clinic, Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT04340180"
355,"NCT04252859","[18F]Fluoroestradiol Imaging of Invasive Lobular Carcinoma Using PET/CT","Not yet recruiting","No Results Available","Invasive Lobular Breast Carcinoma","Drug: [18F]Fluoroestradiol (FES) PET/CT","February 5, 2020",,"https://ClinicalTrials.gov/show/NCT04252859"
356,"NCT04248179","The Ultrasound-guided Multiple-injection Costotransverse Block for Mastectomy and Primary Reconstructive Surgery.","Recruiting","No Results Available","Breast Cancer|Ductal Carcinoma in Situ","Drug: Ropivacaine injection|Drug: Saline 0.9%|Drug: Sufentanil and PONV prophylaxis","January 30, 2020","Department of Anaesthesiology and Intensive Care Medicine, Zealand University Hospital, Roskilde, Roskilde, Zealand Region, Denmark","https://ClinicalTrials.gov/show/NCT04248179"
357,"NCT04397744","Unidas Por Vida y Salud: Increasing Breast and Cervical Cancer Screening in El Paso","Completed","No Results Available","Breast Cancer|Cervical Cancer","Behavioral: Unidas por Vida y Salud prevention program","May 21, 2020","The University of Texas Health Science Center at Houston, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04397744"
358,"NCT04426019","Using a Lay Health Worker Program to Increase Breast and Cervical Cancer Screening in Low-Income Hispanic Women","Completed","No Results Available","Breast Cancer|Cervical Cancer","Behavioral: CLS Intervention|Behavioral: No CLs intervention","June 11, 2020","The University of Texas Health Science Center at Houston, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04426019"
359,"NCT04335409","Pneumonitis After Radiotherapy of Breast or Lung Cancer","Not yet recruiting","No Results Available","Breast Cancer|Lung Cancer","Diagnostic Test: Questionnaire|Other: Mobile Application","April 6, 2020",,"https://ClinicalTrials.gov/show/NCT04335409"
360,"NCT04348188","Study of the Effectiveness of Supervised vs. Non-Supervised Therapeutic Exercise in Cancer Patients","Not yet recruiting","No Results Available","Breast Cancer|Colon Cancer","Behavioral: Education program on healthy habits","April 16, 2020","Hospital Universitario Infanta Leonor, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04348188"
361,"NCT04433494","A Study of TY-302 in Patients With Advanced Solid Tumors","Not yet recruiting","No Results Available","Breast Cancer|Solid Tumor","Drug: TY-302: capsule, 25mg/50mg ; Tamoxifen: tablet,10mg","June 16, 2020",,"https://ClinicalTrials.gov/show/NCT04433494"
362,"NCT04418856","The Effects of Light Therapy to Treat Cancer-related Side Effects","Not yet recruiting","No Results Available","Breast Cancer|Circadian Rhythms|Fatigue|Sleep Disturbance|Cognitive Impairment|Inflammatory Response|Depression","Device: Light Glasses (Experimental)|Device: Light Glasses (Comparison)","June 5, 2020",,"https://ClinicalTrials.gov/show/NCT04418856"
363,"NCT04273464","Breast Reconstruction With Autologous Tissue: Microsurgery or Fat Grafting?","Active, not recruiting","No Results Available","Breast Cancer|Mammaplasty","Procedure: Brava-group|Procedure: DIEP-group","February 18, 2020","Telemark Hospital, Skien, Telemark, Norway","https://ClinicalTrials.gov/show/NCT04273464"
364,"NCT04341129","Abbreviated MRI Protocol: Initial Experience With Dotarem® (Gadoterate Meglumine)","Not yet recruiting","No Results Available","Breast Neoplasms|Breast Diseases|Breast Fibroadenoma|Breast Cancer","Drug: Abbreviated MRI protocol: initial experience with Dotarem® (Gadoterate Meglumine)","April 10, 2020",,"https://ClinicalTrials.gov/show/NCT04341129"
365,"NCT04218149","Serratus Plane Block vs Erector Spinae Plane Block on Postoperative Analgesia in Patients Undergoing Unilateral Breast Surgery","Completed","No Results Available","Breast Cancer|Postoperative Pain","Drug: Bupivacaine Injection","January 6, 2020","SBÜ Şişli Hamidiye Etfal Eğitim ve Araştırma Hastanesi, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT04218149"
366,"NCT04342546","Predictive Toxicity Test Linked to Radiotherapy After Mastectomy and Immediate Implant Reconstruction","Not yet recruiting","No Results Available","Breast Cancer|Capsular Contracture Associated With Breast Implant","Device: NovaGray RILA Breast® test","April 13, 2020","Centre Oscar Lambret, Lille, France|Centre Léon Bérard, Lyon, France|Institut Paoli Calmette, Marseille, France|Institut du Cancer de Montpellier, Montpellier, France|Hôpital Tenon, Paris, France|Institut de Cancérologie de l'Ouest, Saint-Herblain, France","https://ClinicalTrials.gov/show/NCT04342546"
367,"NCT04303715","No Axillary sUrgical Treatment In Clinically Lymph Node Negative Patients After UltraSonography","Not yet recruiting","No Results Available","Breast Cancer|Sentinel Lymph Node","Procedure: No SLNB|Procedure: SLNB","March 11, 2020","Seoul National University Hospital, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04303715"
368,"NCT04350411","Comparison of PEAK PlasmaBlade™ to Conventional Diathermy in Abdominal Based Free Flap Breast Reconstruction","Completed","No Results Available","Breast Reconstruction|Breast Cancer","Device: Conventional diathermy|Device: PEAK PlasmaBlade™","April 17, 2020","Mid Essex NHS trust, Chelmsford, Essex, United Kingdom","https://ClinicalTrials.gov/show/NCT04350411"
369,"NCT04297007","Pectoral Nerve Block Type-II and Rhomboid Intercostal Block for Pain Management Following Mastectomy Surgery","Recruiting","No Results Available","Breast Cancer|Breast Neoplasms|Breast Diseases|Breast Fibroadenoma","Other: PECS block|Other: Rhomboid intercostal block","March 5, 2020","Istanbul Medipol University Hospital, Istanbul, Bagcilar, Turkey","https://ClinicalTrials.gov/show/NCT04297007"
370,"NCT04221607","An Intimacy Intervention for Couples Completing Breast or Prostate Cancer","Recruiting","No Results Available","Sexual Dysfunction|Breast Cancer|Prostate Cancer","Other: Sensate Focus exercise","January 9, 2020","Rhode Island Hospital, Providence, Rhode Island, United States|The Miriam Hospital, Providence, Rhode Island, United States","https://ClinicalTrials.gov/show/NCT04221607"
371,"NCT04435639","Using an Adjustable Compression Garment for Secondary Upper Limb Lymphoedema","Not yet recruiting","No Results Available","Lymphedema of Upper Arm","Device: Manual lymph drainage & adjustable compression sleeve.|Device: Control Manual Lymphatic drainage & Coban compression bandage..","June 17, 2020",,"https://ClinicalTrials.gov/show/NCT04435639"
372,"NCT04343950","SMS Messaging as a Tool to Improve Cancer Screening Programs","Not yet recruiting","No Results Available","Mass Screening|Colorectal Cancer|Breast Cancer","Behavioral: SMS reminders to enhance colorectal cancer screening|Behavioral: SMS reminders to return the fecal immunochemical test at the pharmacy in CRC screening:|Behavioral: Invitation by SMS to previous participants in breast cancer screening:","April 14, 2020",,"https://ClinicalTrials.gov/show/NCT04343950"
373,"NCT04389281","X-ray Psoralen Activated Cancer Therapy in Head and Neck, Breast, Sarcoma and Melanoma","Not yet recruiting","No Results Available","Advanced Cancer","Combination Product: X-PACT","May 15, 2020",,"https://ClinicalTrials.gov/show/NCT04389281"
374,"NCT04246671","Phase 1/2 Trial of Intravenous TAEK-VAC-HerBy Vaccine Alone and in Combination Treatment in HER2 Cancer Patients","Not yet recruiting","No Results Available","Breast Cancer|Gastric Cancer|Cancer","Biological: TAEK-VAC-HerBy","January 29, 2020",,"https://ClinicalTrials.gov/show/NCT04246671"
375,"NCT04261829","AFT: Introduction of a Full Breast Reconstructive Method","Not yet recruiting","No Results Available","Breast Cancer|Reconstructive Surgery|Breast Reconstruction","Procedure: Autologous Fat Transfer","February 10, 2020",,"https://ClinicalTrials.gov/show/NCT04261829"
376,"NCT04349527","Comparison of the Cosmetic Results, Quality of Life and Patient Satisfaction Achieved With Round-block and Retroglandular Oncoplastic Breast Conserving Surgeries","Recruiting","No Results Available","Breast Cancer|Quality of Life|Patient Satisfaction","Procedure: Round-block Oncoplastic Breast Conserving Surgeries|Procedure: Retroglandular Oncoplastic Breast Conserving Surgeries","April 16, 2020","National Institute of Oncology, Budapest, Hungary","https://ClinicalTrials.gov/show/NCT04349527"
377,"NCT04262180","Physical Activity Promotion for Breast and Endometrial Cancer Survivors","Not yet recruiting","No Results Available","Physical Activity|Breast Cancer Survivors|Endometrial Cancer Survivors","Other: Base intervention-Fitbit with EHR integration|Other: Coaching Calls|Other: Online Gym","February 10, 2020","Department of Preventative Medicine, Northwestern University, Chicago, Illinois, United States|Department of Kinesiology, University of Wisconsin, Madison, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT04262180"
378,"NCT04256512","Cryotherapy to Prevent Taxane-induced Sensory Neuropathy of the Hands and Feet","Recruiting","No Results Available","Breast Cancer|Peripheral Neuropathy|Chemotherapy-induced Peripheral Neuropathy","Device: Elasto Gel® Therapy Mittens and Foot Wraps","February 5, 2020","Mayo Clinic in Florida, Jacksonville, Florida, United States","https://ClinicalTrials.gov/show/NCT04256512"
379,"NCT04407611","Scalable Communication Modalities for Returning Genetic Research Results","Not yet recruiting","No Results Available","Hereditary Breast and Ovarian Cancer","Behavioral: Online modality|Behavioral: Genetic counselor follow-up","May 29, 2020",,"https://ClinicalTrials.gov/show/NCT04407611"
380,"NCT04356235","Examining and Comparing the Temporal Changes and Results of Cosmetic, Quality of Life and Patient Satisfaction Achieved With Immediate and Delayed-immediate Implant-based Breast Reconstruction Procedures and Contralateral Symmetrization Techniques","Recruiting","No Results Available","Mastectomy; Lymphedema|Breast Cancer|Quality of Life","Procedure: A: expander-silicone implant exchange and contralateral symmetrization with mastopexy and if needed with volume reduction|Procedure: B: expander-silicone implant exchange with contralateral symmetrization with mastopexy and Ultrapro sling|Procedure: C: expander-silicone implant exchange and contralateral symmetrization with mastopexy and silicone implant augmentation|Procedure: D: expander-silicone implant exchange and contralateral symmetrization with mastopexy and Utrapro sling and silicone implant augmentation|Procedure: E: unilateral simple mastectomy|Procedure: F: after bilateral SSM, ASM, NSM, expander-implant exchange","April 22, 2020","National Institute of Oncology, Budapest, Hungary","https://ClinicalTrials.gov/show/NCT04356235"
381,"NCT04214210","The DIALOGUE Study: Swiss-Korean Billateral Collaboration","Not yet recruiting","No Results Available","Hereditary Cancer|Breast Cancer|Ovarian Cancer","Other: Adapted Family Gene Toolkit|Other: Targeted intervention","January 2, 2020","University Hospital Basel, Basel, Switzerland|Istituto Oncologico della Zvizzera Italiana, Bellinzona, Switzerland|Universitatklinik fur Medizinische Onkologie, Inselspital, Bern, Switzerland|Unite d'Oncogenetique et de Prevention des Cancers, Geneva, Switzerland","https://ClinicalTrials.gov/show/NCT04214210"
382,"NCT04234620","Intensive Medicines Monitoring Study of Toripalimab Monoclonal Injection (Tuoyi) .","Not yet recruiting","No Results Available","Melanoma|Lung Cance|Breast Cancer","Drug: Toripalimab injection","January 21, 2020","Beijing Cancer Hospital, Beijing, Beijing, China|Cancer Hospital Chinese Academy of Medical Science, Beijing, China|The first affiliated Hospital of Jinlin Universtiy, Changchun, China|Hunan cancer hospital, Changsha, China|Xiangya Hospital Central South University, Changsha, China|Chongqing Haijiya Cancer Hospital, Chongqing, China|Fujian province cancer hospital, Fuzhou, China|Zhejiang cancer hospital, Hangzhou, China|Harbin Medical University Cancer Hospital, Harbin, China|Qilu Hospital of Shandong university, Jinan, China|Shandong province cancer hospital, Jinan, China|Affiliated Cancer Hospital of Guangxi Medical university, Nanjing, China|Najing Drum Tower Hospital, Nanjing, China|Fudan University Shanghai Cancer Center, Shanghai, China|Shanxi Bethune Hopital, Shanxi, China|The fouth Hospital of Hebei Medical University, Shijiazhuang, China|The Second affiliated Hospital of Suzhou Universtiy, Suzhou, China|Tianjin Medical University cancer institute & Hospital, Tianjin, China|Hubei cancer hospital, Wuhan, China|Tongji Medical College of Huazhong University of Science & Technology, Wuhan, China|Wuhan Union Hospital, Wuhan, China|The first affiliated Hospital of Xiamen Universtiy, Xiamen, China|Yinchuan Lingke Internet Hosipital, Yinchuan, China|Affiliated Hopital of Guangdong Medical University, Zhanjiang, China|Henan cancer hospital, Zhengzhou, China","https://ClinicalTrials.gov/show/NCT04234620"
383,"NCT04367467","Effect of PARP Inhibitors on Glomerular Filtration Rate","Active, not recruiting","No Results Available","Solid Tumor|Ovarian Cancer|Breast Cancer","Other: Kidney Function Test","April 29, 2020","University of Pennsylvania, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04367467"
384,"NCT04432857","AN0025 and Pembrolizumab Combination in Advanced Solid Tumors","Not yet recruiting","No Results Available","Triple-negative Breast Cancer|NSCLC, Squamous or Non-Squamous|Urothelial Carcinoma of the Bladder|Microsatellite Stable (MSS) Colorectal Cancer (CRC)|Cervical Cancer","Drug: AN0025|Drug: Pembrolizumab","June 16, 2020",,"https://ClinicalTrials.gov/show/NCT04432857"
385,"NCT04239560","Preventive Effect of Boron-based Gel on Radiation Dermatitis","Completed","No Results Available","Radiodermatitis","Drug: Boron-based Gel (Fibore)|Drug: Placebos","January 27, 2020","Shahid Madani Medical & Training Hospital - Department of Radiotherapy, Tabriz, East Azarbaijan, Iran, Islamic Republic of","https://ClinicalTrials.gov/show/NCT04239560"
386,"NCT04349111","An Efficacy Study of the Xoft® Axxent® eBx® IORT System® ""Lite""","Not yet recruiting","No Results Available","Invasive Ductal Carcinoma|Ductal Carcinoma In Situ","Radiation: Intra-operative Radiation Therapy - IORT","April 16, 2020",,"https://ClinicalTrials.gov/show/NCT04349111"
387,"NCT04330716","Genetic Testing for Breast, Ovarian, Pancreatic and Prostate Cancers","Not yet recruiting","No Results Available","Breast Cancer|Ovarian Cancer|Pancreatic Cancer|Metastatic Prostate Cancer","Behavioral: In Person Counseling|Behavioral: Educational Video","April 1, 2020","Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Dana-Farber/Brigham and Women's Cancer Center in clinical affiliation with South Shore Hospital, Weymouth, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04330716"
388,"NCT04332653","NT-I7 (Hyleukin-7) in Combination With Pembrolizumab in Participants With Advanced Solid Tumors","Recruiting","No Results Available","Any Advanced Solid Tumors|Triple Negative Breast Cancer|Non Small Cell Lung Cancer|Small Cell Lung Cancer|Microsatellite Stable Colorectal Cancer|Pancreatic Cancer","Drug: NT-I7|Drug: Pembrolizumab","April 3, 2020","MD Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04332653"
389,"NCT04266353","Effect of Resveratrol on Serum IGF2 Among African American Women","Active, not recruiting","No Results Available","Chemoprevention","Dietary Supplement: Resveratrol (RSV)","February 12, 2020","Loma Linda University Cancer Center, Loma Linda, California, United States","https://ClinicalTrials.gov/show/NCT04266353"
390,"NCT04439175","Testing GDC-0032 (Taselisib) as a Potential Targeted Treatment in Cancers With PIK3CA Genetic Changes (MATCH-Subprotocol I)","Active, not recruiting","No Results Available","Advanced Lymphoma|Advanced Malignant Solid Neoplasm|Hematopoietic and Lymphoid Cell Neoplasm|Refractory Lymphoma|Refractory Malignant Solid Neoplasm|Refractory Plasma Cell Myeloma","Drug: Taselisib","June 19, 2020","ECOG-ACRIN Cancer Research Group, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04439175"
391,"NCT04338334","Effectiveness of Cohesive Bandage on Axillary Web Syndrome After","Recruiting","No Results Available","Axillary Web Syndrome","Other: Manual drainage & arm therapeutic exercise|Other: Cohesive bandaging & arm therapeutic exercise","April 8, 2020","María Torres-Lacomba, Alcalá De Henares, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04338334"
392,"NCT04230941","Memory and Attention Adaptation Training-Geriatrics (MAAT-G)","Not yet recruiting","No Results Available","Cancer-related Problem/Condition|Cognitive Impairment","Behavioral: MAAT-G","January 18, 2020",,"https://ClinicalTrials.gov/show/NCT04230941"
393,"NCT04227990","Plinabulin iv Solution in Prevention of TAC Induced Neutropenia","Completed","No Results Available","Chemotherapy-induced Neutropenia","Drug: Plinabulin|Drug: Pegfilgrastim|Drug: Docetaxel, doxorubicin, and cyclophosphamide (TAC)","January 14, 2020","Cancer Center of Guangzhou Medical University Breast Oncology, Guangzhou, Guangzhou, China|Harbin Medical University Cancer Hospital, Harbin, Harbin, China|Fourth Hospital of Hebei Medical University Breast cancer department, Shijiazhuang, Hebei, China|China-Japan Union Hospital of Jilin University Tumor department of Hematology, Changchun, Jilin, China|Liaoning Cancer Hospital & Institute, Shenyang, Shenyang, China|Dnipropetrovsk City Multifunctional Hospital #4 Oncology Department, Dnepropetrovsk, Ukraine|Prykarpatskiy Regional Oncological Center, Ivano-Frankivs'k, Ukraine|""V.T. Zaycev Institute of General and Urgent Surgery NAMS of Ukraine Dept. of Oncology, Kharkiv, Ukraine|Public Institution Kryvyi Rih Oncology Center, Krivoy Bereg, Ukraine|Kirovograd Regional Oncological Center, Kropyvnytskyi, Ukraine|Odessa regional clinical hospital Thoracic Surgery Department Academician Zabolotnoho, Odessa, Ukraine","https://ClinicalTrials.gov/show/NCT04227990"
394,"NCT04440930","White Tea for Prevention of Chemotherapy Induced Mucositis","Not yet recruiting","No Results Available","Oral Mucositis","Other: White tea|Other: Salt water with soda","June 22, 2020","Department of Oncology, Vejle Hospital, Vejle, Denmark","https://ClinicalTrials.gov/show/NCT04440930"
395,"NCT04424641","A Study on the Safety of GEN1044 (DuoBody®-CD3x5T4) in Subjects With Malignant Solid Tumors","Not yet recruiting","No Results Available","Dose Escalation Part: Locally Advanced or Metastatic Solid Tumor(s)|Expansion Part: Prostate Cancer|Expansion Part: Esophageal Cancer|Expansion Part: Triple Negative Breast Cancer (TNBC)|Expansion Part: Squamous Cell Carcinoma of Head and Neck (SCCHN)|Expansion Part: Non-small Cell Lung Cancer (NSCLC)|Expansion Part: Bladder Cancer|Expansion Part: Uterine Cancer","Biological: GEN1044 is an IgG1 bispecific antibody targeting CD3 and 5T4.","June 11, 2020","Tennesse Oncology, PLLC - Nashville, Nashville, Tennessee, United States|Rigshospitalet (Copenhagen University Hospital), Copenhagen, Denmark|Chaim Sheba Medical Center, Ramat Gan, Israel|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Fundacion Jimenez Diaz, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04424641"
396,"NCT04438564","Immunoassay and Regulation of Traditional Chinese Medicine on Cancer Patients","Recruiting","No Results Available","Breast Cancer|Colorectal Cancer|Cancer of Ovary|Cancer of Endometrium","Other: Cases for patients diagnosed with breast cancer, colonrectal cancer, ovarian cancer and endometrial cancer","June 19, 2020","China Medical University Hospital, Taichung, Taiwan","https://ClinicalTrials.gov/show/NCT04438564"
397,"NCT04345081","Examining the Cosmetic Results, Quality of Life and Patient Satisfaction Achieved With Skin Reducing Nipple Sparing Mastectomy and Implant Based Breast Reconstruction, and Comparing it to Classic Skin- Sparing Mastectomy and Implant- Based Breast Reconstructive Surgeries","Recruiting","No Results Available","Breast Cancer|Mastectomy; Lymphedema|Quality of Life|Patient Satisfaction","Procedure: Skin Reducing Nipple Sparing Mastectomy and Implant Based Breast Reconstruction|Procedure: Skin- Sparing Mastectomy and Implant- Based Breast Reconstructive Surgery","April 14, 2020","National Institute of Oncology, Budapest, Hungary","https://ClinicalTrials.gov/show/NCT04345081"
398,"NCT04255225","Making Activity Time for Cognitive Health","Completed","No Results Available","Breast Cancer|Cancer-related Problem/Condition|Cognitive Impairment|Physical Activity","Behavioral: Walking for 10 minutes|Behavioral: Walking for 20 minutes|Behavioral: Walking for 30 minutes","February 5, 2020",,"https://ClinicalTrials.gov/show/NCT04255225"
399,"NCT04419077","Interest of Virtual Reality to Prevent Cancer Patient Anxiety Before Chemotherapy or an Invasive Act","Not yet recruiting","No Results Available","Anxiety|Chemotherapy Effect|Breast Cancer|Head Cancer Neck","Behavioral: Virtual reality exposure","June 5, 2020","Service d'oncologie médicale, Institut de Cancérologie des Hospices Civils de Lyon, Hôpital Lyon sud, Pierre-Bénite, France","https://ClinicalTrials.gov/show/NCT04419077"
400,"NCT04215861","Clinical Study on Raman Spectra of Blood, Saliva and Urine in Patients With Cancer Treated by Modern Therapy","Recruiting","No Results Available","Lung Cancer|Liver Cancer|Stomach Cancer|Breast Cancer",,"January 2, 2020","The First Affiliated Hospital of Dalian Medical University, Dalian, Liaoning, China","https://ClinicalTrials.gov/show/NCT04215861"
401,"NCT04267315","Trigger Point Injections for Post-Mastectomy Pain Syndrome","Not yet recruiting","No Results Available","Post-mastectomy Pain Syndrome|Myofascial Pain Syndrome|Trigger Point Pain, Myofascial|Breast Cancer","Procedure: Trigger point injection|Procedure: Subcutaneous saline injection|Other: Comprehensive Rehabilitation program","February 12, 2020",,"https://ClinicalTrials.gov/show/NCT04267315"
402,"NCT04282044","Study of CRX100 in Patients With Advanced Solid Tumors","Not yet recruiting","No Results Available","Solid Tumor, Adult|Triple Negative Breast Cancer|Colorectal Cancer|Hepatocellular Carcinoma|Osteosarcoma|Epithelial Ovarian Cancer|Gastric Cancer","Biological: CRX100 suspension for infusion","February 24, 2020",,"https://ClinicalTrials.gov/show/NCT04282044"
403,"NCT04344795","Phase 1a/1b Study of TPST-1495 Alone and With Pembrolizumab in Subjects With Solid Tumors","Recruiting","No Results Available","Solid Tumor|Microsatellite-stable Colorectal Cancer (MSS CRC)|Adenocarcinoma of the Lung|Squamous Cell Carcinoma of Head and Neck|Bladder Cancer|Triple Negative Breast Cancer|Gastric Cancer","Drug: TPST-1495|Drug: Pembrolizumab","April 14, 2020","START Midwest, Grand Rapids, Michigan, United States|Carolina BioOncology Institute, Huntersville, North Carolina, United States|South Texas Accelerated Research Therapeutics (START), San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT04344795"
404,"NCT04401189","The Role of Circadian Rhythms in Cancer-Related Symptoms","Not yet recruiting","No Results Available","Breast Cancer|Fatigue|Cognitive Impairment|Sleep|Depression|Quality of Life|Stress, Psychological|Inflammation|Circadian Rhythm Disorders|Cancer-Related Syndrome",,"May 26, 2020","Aarhus University Hospital, Aarhus, Denmark","https://ClinicalTrials.gov/show/NCT04401189"
405,"NCT04257045","Factors Influencing Cascade Testing Among Women With Hereditary Gynecological Cancers and Their Relatives","Recruiting","No Results Available","Breast Carcinoma|Deleterious CDH1 Gene Mutation|Deleterious DICER1 Gene Mutation|Deleterious SMARCA4 Gene Mutation|Deleterious STK11 Gene Mutation|Endometrial Carcinoma|Fallopian Tube Carcinoma|Ovarian Carcinoma|Primary Peritoneal Carcinoma","Other: Interview|Other: Questionnaire Administration|Other: Survey Administration","February 5, 2020","University of Alabama at Birmingham Cancer Center, Birmingham, Alabama, United States|M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04257045"
406,"NCT04410224","Study of ASN004 in Patients With Advanced Solid Tumors","Not yet recruiting","No Results Available","Breast Cancer|Breast Neoplasms|Breast Adenocarcinoma|Breast Cancer Recurrent|Breast Cancer Metastatic|Breast Cancer Invasive|Non-small Cell Lung Cancer|Non-small Cell Carcinoma|Non-small Cell Lung Cancer Recurrent|Non-Small Cell Squamous Lung Carcinoma|Non-Small Cell Adenocarcinoma|Non-small Cell Lung Cancer Metastatic|Colorectal Cancer|Colorectal Neoplasms|Colorectal Carcinoma|Colorectal Adenocarcinoma|Colorectal Cancer Metastatic|Colorectal (Colon or Rectal) Cancer|Colon Cancer|Colon Neoplasm|Ovarian Cancer|Ovarian Neoplasm|Ovarian Cancer Recurrent|Carcinoma, Ovarian Epithelial|Carcinoma Ovary|Carcinoma Colon|Carcinoma Breast|Carcinoma, Non-Small-Cell Lung","Drug: ASN004","June 1, 2020",,"https://ClinicalTrials.gov/show/NCT04410224"
407,"NCT04234113","Study of SO-C101 and SO-C101in Combination With Pembro in Adult Patients With Advanced/Metastatic Solid Tumors","Recruiting","No Results Available","Thyroid|Renal Cell Carcinoma|Non Small Cell Lung Cancer|Small-cell Lung Cancer|Bladder Cancer|Melanoma|Merkel Cell Carcinoma|Skin Squamous Cell Carcinoma|Microsatellite Instability High|Triple Negative Breast Cancer|Mesothelioma|Thymic Cancer|Cervical Cancer|Biliary Tract Cancer|Hepatocellular Carcinoma|Ovarian Cancer|Gastric Cancer|Head and Neck Squamous Cell Carcinoma|Anal Cancer","Drug: SO-C101|Drug: pembrolizumab","January 21, 2020","Yale Cancer Center, New Haven, Connecticut, United States|MD Anderson Cancer Center, Houston, Texas, United States|Institut Gustave Roussy, Paris, France|Vall d'Hebron Institute of Oncology, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT04234113"
408,"NCT04260620","Delphinus SoftVue™ ROC Reader Study (DMT SV RRS3)","Enrolling by invitation","No Results Available","Breast Cancer Detection|Dense Breast Parenchyma|Benign Breast Findings|Normal Breast Screening|Abnormal Breast Screening","Device: Reading of Automated Breast Ultrasound in conjunction with Screening Mammography","February 7, 2020","Delphinus Medical Technologies, Inc., Novi, Michigan, United States","https://ClinicalTrials.gov/show/NCT04260620"
409,"NCT04319757","ACE1702 in Subjects With Advanced or Metastatic HER2-expressing Solid Tumors","Recruiting","No Results Available","Locally Advanced Solid Tumor|Metastatic Cancer|Solid Tumor|HER2-positive Gastric Cancer|HER2-positive Metastatic Breast Cancer","Drug: ACE1702|Drug: Cyclophosphamide|Drug: Fludarabine","March 24, 2020","MD Anderson Cancer Center, Houston, Texas, United States|Peninsula Cancer Institute, Newport News, Virginia, United States","https://ClinicalTrials.gov/show/NCT04319757"
410,"NCT04260802","A Study to Evaluate the Safety and Pharmacokinetics of OC-001 in Patients With Locally Advanced or Metastatic Cancers","Not yet recruiting","No Results Available","Cancer|Neoplasms|Metastatic Cancer|Triple Negative Breast Cancer|Gastric Cancer|Cervical Cancer|Ovarian Cancer|Hepatocellular Carcinoma|Squamous Cell Carcinoma of Head and Neck|Urothelial Carcinoma|Urothelial Neoplasm|Non Small Cell Lung Cancer|Renal Cell Carcinoma|Locally Advanced Solid Tumor|Locally Advanced Malignant Neoplasm|Squamous Cell Carcinoma|Sarcoma|Merkel Cell Carcinoma|Bladder Cancer","Drug: OC-001|Drug: OC-001 in Combination","February 7, 2020","Cross Cancer Institute, Edmonton, Alberta, Canada|Princess Margaret Hospital, Toronto, Ontario, Canada|Jewish General Hospital - Clinical Research Unit, Montreal, Quebec, Canada|Centre hospitalier de l'Université de Montréal (CHUM), Montréal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT04260802"
411,"NCT04259762","Enhancing Cancer Prevention and Control Pathways—Native Health Initiative","Not yet recruiting","No Results Available","Cancer, Breast|Cancer, Colon|Cancer, Cervix","Behavioral: Breast, Colorectal, and Cervical Cancer Screening Interventions","February 6, 2020",,"https://ClinicalTrials.gov/show/NCT04259762"
