"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
1786,"NCT04348695","Study of Ruxolitinib Plus Simvastatin in the Prevention and Treatment of Respiratory Failure of COVID-19.","Recruiting","No Results Available","Coronavirus Infection","Drug: Ruxolitinib plus simvastatin|Other: Standard of Care","April 16, 2020","Hospital Universitario Madrid Sanchinarro, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04348695"
1787,"NCT04395859","Collateral Damage From the COVID-19 Pandemic Observed in Patients Treated With Intravitreal Injections (IVT) of Anti-angiogenic Agents","Recruiting","No Results Available","Age Related Macular Degeneration|Diabetic Macular Edema|Retinal Vein Occlusion","Procedure: Questionnaire|Other: Data collection up to 1 year","May 20, 2020","Centre Pôle Vision du val d'Ouest, Ecully, France|Fondation Adolphe de Rothschild, Paris, France|Hôpital Lariboisière, Paris, France|Centre ophtalmologique Maison Rouge, Strasbourg, France","https://ClinicalTrials.gov/show/NCT04395859"
1788,"NCT04340466","French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management Study","Recruiting","No Results Available","Pneumonia, Viral|Critically Ill|Corona Virus Infection","Other: No intervention","April 9, 2020","CHU Nimes, Nîmes, France","https://ClinicalTrials.gov/show/NCT04340466"
1789,"NCT04348929","Birth Experience During COVID-19 Confinement","Recruiting","No Results Available","Postpartum Depression","Other: Self-administered questionnaires","April 16, 2020","Centre Hospitalier Régional Universitaire de Nancy, Nancy, France","https://ClinicalTrials.gov/show/NCT04348929"
1790,"NCT04377581","COVID-19 Health Messaging Efficacy and Its Impact on Public Perception, Anxiety, and Behavior","Recruiting","No Results Available","Public Health|Demography|Pandemics|Corona Virus Infection|News|Global Health|Perception",,"May 6, 2020","Penn State College of Medicine, Hershey, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04377581"
1791,"NCT04358640","Anxiety and Work Resilience Among Tertiary University Hospital Workers During the COVID-19 Outbreak: An Online Survey","Recruiting","No Results Available","Critical Illness|Sars-CoV2|SARS Pneumonia|Coronavirus Infection|Stress Disorders, Post-Traumatic",,"April 24, 2020","Intensive care unit CHU Nimes, Nîmes, France","https://ClinicalTrials.gov/show/NCT04358640"
1792,"NCT04373135","Understanding Community Considerations, Opinions, Values, Impacts, and Decisions for COVID-19","Recruiting","No Results Available","Covid-19|Critical Illness|Attitude of Health Personnel|Attitude to Health|Health Behavior|Health Care Utilization","Behavioral: Brief educational video","May 4, 2020","University of California, Los Angeles, Los Angeles, California, United States","https://ClinicalTrials.gov/show/NCT04373135"
1793,"NCT04327570","In-depth Immunological Investigation of COVID-19.","Recruiting","No Results Available","Coronavirus Infections","Other: Patient sampling","March 31, 2020","UZ Leuven, Leuven, Belgium","https://ClinicalTrials.gov/show/NCT04327570"
1794,"NCT04327388","Sarilumab COVID-19","Recruiting","No Results Available","Corona Virus Infection","Drug: Sarilumab SAR153191|Drug: Placebo","March 31, 2020","Investigational Site Number 0320001, Caba, Argentina|Investigational Site Number 0320003, Caba, Argentina|Investigational Site Number 0760001, Sao Paulo, Brazil|Investigational Site Number 0760002, Sao Paulo, Brazil|Investigational Site Number 0760004, São José Do Rio Preto, Brazil|Investigational Site Number 1240001, Montreal, Canada|Investigational Site Number 1240005, Montreal, Canada|Investigational Site Number 1240004, Toronto, Canada|Investigational Site Number 1240002, Toronto, Canada|Investigational Site Number 1240003, Vancouver, Canada|Investigational Site Number 1520003, Santiago, Chile|Investigational Site Number 1520002, Santiago, Chile|Investigational Site Number 1520001, Talca, Chile|Investigational Site Number 2500001, Bordeaux Cedex, France|Investigational Site Number 2500007, Clamart, France|Investigational Site Number 2500006, La Roche Sur Yon Cedex 9, France|Investigational Site Number 2500002, Nantes, France|Investigational Site Number 2500005, Paris Cedex 18, France|Investigational Site Number 2500003, Strasbourg, France|Investigational Site Number 2500004, Suresnes, France|Investigational Site Number 2760003, Bonn, Germany|Investigational Site Number 2760006, Braunschweig, Germany|Investigational Site Number 2760002, Essen, Germany|Investigational Site Number 2760004, Köln, Germany|Investigational Site Number 2760001, Münster, Germany|Investigational Site Number 3760003, Ashdod, Israel|Investigational Site Number 3760002, Jerusalem, Israel|Investigational Site Number 3760001, Ramat Gan, Israel|Investigational Site Number 3800005, Milano, Italy|Investigational Site Number 3800001, Milano, Italy|Investigational Site Number 3800002, Milano, Italy|Investigational Site Number 3800003, Modena, Italy|Investigational Site Number 3800004, Parma, Italy|Investigational Site Number 3800006, Rozzano, Italy|Investigational Site Number 3920002, Fuchu-Shi, Japan|Investigational Site Number 3920003, Iruma-Gun, Japan|Investigational Site Number 3920001, Kamakura-Shi, Japan|Investigational Site Number 6430003, Moscow, Russian Federation|Investigational Site Number 6430002, Moscow, Russian Federation|Investigational Site Number 6430001, Moscow, Russian Federation|Investigational Site Number 7240003, Barcelona, Spain|Investigational Site Number 7240004, Barcelona, Spain|Investigational Site Number 7240002, Madrid / Madrid, Spain|Investigational Site Number 7240005, Madrid, Spain|Investigational Site Number 7240001, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04327388"
1795,"NCT04380766","Covid-19 Pandemic and Pancreatic Surgery in Italy","Recruiting","No Results Available","Pancreatic Cancer","Procedure: Evaluation of changes in the diagnostic-therapeutic pathway for patients affected by pancreatic cancer","May 8, 2020","Fondazione Policlinico Universitario Agostino Gemelli IRCCS di Roma, Roma, Lazio, Italy","https://ClinicalTrials.gov/show/NCT04380766"
1796,"NCT04374474","Anosmia Rehabilitation in Patients Post Coronavirus Disease (COVID 19)","Not yet recruiting","No Results Available","Olfactory Disorder","Other: Olfactory retraining|Drug: corticosteroid nasal irrigation|Other: smell household Items|Other: Nasal Irrigation","May 5, 2020","St. Joseph's Health Care, London, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04374474"
1797,"NCT04416009","Extracellular Water in Covid 19 Pneumonia","Recruiting","No Results Available","Extracellular Fluid Alteration|Corona Virus Infection","Device: NİCaS","June 4, 2020","Gaziosmanpaşa TREH, Istanbul, Gaziosmanpaşa, Turkey","https://ClinicalTrials.gov/show/NCT04416009"
1798,"NCT04413071","Cardiac COVID-19 Health Care Workers","Completed","No Results Available","SARS-CoV 2|COVID-19|Coronavirus|Cardiac Magnetic Resonance|Myocarditis|Cardiac Anomaly","Other: Passed infection of SARS-CoV-2","June 2, 2020","University Hospital of Salamanca, Salamanca, Spain","https://ClinicalTrials.gov/show/NCT04413071"
1799,"NCT04382196","Impact of COVID-19 on Mental Health of Health Care Workers","Active, not recruiting","No Results Available","Mental Health|Quality of Life","Other: Online survey","May 11, 2020","Ghent University Hospital, Ghent, Belgium","https://ClinicalTrials.gov/show/NCT04382196"
1800,"NCT04332016","COVID-19 Biological Samples Collection","Recruiting","No Results Available","Infection Viral","Other: biological samples collection","April 2, 2020","Centre Hospitalier Universitaire de Bordeaux, Bordeaux, France","https://ClinicalTrials.gov/show/NCT04332016"
1801,"NCT04322565","Colchicine Counteracting Inflammation in COVID-19 Pneumonia","Recruiting","No Results Available","Coronavirus Infections|Pneumonia, Viral","Drug: Colchicine","March 26, 2020","Azienda Ospedaliero Universitaria di Parma, Parma, PR, Italy","https://ClinicalTrials.gov/show/NCT04322565"
1802,"NCT04260594","Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus","Not yet recruiting","No Results Available","2019-nCoV","Drug: Arbidol|Other: basic treatment","February 7, 2020",,"https://ClinicalTrials.gov/show/NCT04260594"
1803,"NCT04407598","COPD in the Time of COVID-19","Not yet recruiting","No Results Available","COPD Exacerbation|COPD",,"May 29, 2020","NIHR Leicester Biomedical Research Centre (Respiratory), Glenfield Hospital, Leicester, United Kingdom","https://ClinicalTrials.gov/show/NCT04407598"
1804,"NCT04365101","Natural Killer Cell (CYNK-001) Infusions in Adults With COVID-19 (CYNK-001-COVID-19)","Recruiting","No Results Available","Coronavirus|Coronavirus Infection|Severe Acute Respiratory Syndrome Coronavirus 2|Pneumonia|Pneumonia, Viral|Lung Diseases|Respiratory Tract Disease|Respiratory Tract Infections|Coronaviridae Infections|Nidovirales Infections|RNA Virus Infections|Virus Disease|Immunologic Disease|ARDS|Immunologic Factors|Physiological Effects of Drugs|Antiviral Agents|Anti-infective Agents|Analgesics|Antimetabolites, Antineoplastic","Biological: CYNK-001","April 28, 2020","Hackensack University Medical Center, Hackensack, New Jersey, United States|Atlantic Health, Morristown, New Jersey, United States|Atlantic Health, Summit, New Jersey, United States|Multicare Health System, Tacoma, Washington, United States","https://ClinicalTrials.gov/show/NCT04365101"
1805,"NCT04409535","Effects of the COVID-19 Health Emergency on Biopsychosocial Health","Active, not recruiting","No Results Available","Activities|Mental Health Issue|Life Style","Other: WHOQOL-BREF survey","June 1, 2020","University of New Mexico Department of Pediatrics, Albuquerque, New Mexico, United States","https://ClinicalTrials.gov/show/NCT04409535"
1806,"NCT04367870","COVID-19 Detection Test in Oncology","Recruiting","No Results Available","Oncology",,"April 29, 2020","Centre Francois Baclesse, Caen, France|Centre Jean Perrin, Clermont-Ferrand, France|Hopitaux Civils de Colmar, Colmar, France|Centre Leon Berard, Lyon, France|Institut Paoli Calmettes, Marseille, France|Institut Regional Du Cancer Montpellier Val D Aurelle, Montpellier, France|Centre Antoine Lacassagne, Nice, France|Hôpital Universitaire Pitié Salpêtrière, Paris, France|Institut Curie, Paris, France|Centre Henri Becquerel, Rouen, France|Institut Curie, Saint-Cloud, France","https://ClinicalTrials.gov/show/NCT04367870"
1807,"NCT04422587","Evaluation of the COVID-19 Infection Response in Patients Admitted to the Emergency Department for Dyspnea","Active, not recruiting","No Results Available","Emergencies","Other: RECOP unit patient","June 9, 2020","University Hospital of Toulouse, Toulouse, France","https://ClinicalTrials.gov/show/NCT04422587"
1808,"NCT04341935","Effects of DPP4 Inhibition on COVID-19","Not yet recruiting","No Results Available","Coronavirus Infection|Type 2 Diabetes","Drug: Linagliptin|Drug: Insulin regimen","April 10, 2020","University of Miami, Miami, Florida, United States","https://ClinicalTrials.gov/show/NCT04341935"
1809,"NCT04437342","Postpartum Depression in the Covid-19 Pandemic and the Impact of Anaesthesia","Not yet recruiting","No Results Available","Postpartum Depression|Psychological Stress|Maternal Distress","Other: PHQ-9 (Patient Health Questionnaire) Depression Scale|Other: GAD-7 (General Anxiety Disorder) scale|Other: 38 questions questionnaire|Other: EPDS (Edinburgh Postnatal Depression Scale)","June 18, 2020","""Elena Venizelou"" General and Maternity Hospital of Athens, Athens, Attica, Greece|Aretaieio University Hospital, Athens, Attica, Greece|Alexandra Genaral Hospital Athens, Athens, Greece|University of Ioannina Health Science, Ioannina, Greece|University of Ioannina, Medical School, Ioannina, Greece|University of Thessaly Medical School, Larisa, Greece","https://ClinicalTrials.gov/show/NCT04437342"
1810,"NCT04345159","Association Between Long-term Hydroxychloroquine Treatment and Outcome of a History of Symptoms Suggestive of COVID-19 Infection During the Epidemic Period in France in Patients With Autoimmune Disease","Active, not recruiting","No Results Available","SARS-CoV-2|Systemic Lupus Erythematosus|Rheumatoid Arthritis|Sjogren's Syndrome|Psoriatic Arthritis","Other: Questionnaire by phone call","April 14, 2020","Fondation Adolphe de Rothschild, Paris, France","https://ClinicalTrials.gov/show/NCT04345159"
1811,"NCT04385238","Health and Wellbeing of Pregnant and Post-Partum Women During the COVID-19 Pandemic","Completed","No Results Available","COVID-19|Pregnancy Complications|Mental Health Wellness 1|Anxiety|Depression|Ptsd|Coronavirus","Other: This is an online survey with no intervention.","May 12, 2020","Pregistry, Los Angeles, California, United States","https://ClinicalTrials.gov/show/NCT04385238"
1812,"NCT04426266","Psychological Effects of the COVID-19 Pandemic on the Hungarian Adult Population","Active, not recruiting","No Results Available","Questionnaire Designs|COVID-19 Pandemic|Psychological Stress|Coping Skills|Two-Item Generalised Anxiety Disorder Scale|Patient Health Questionnaire Anxiety and Depression Scale|Health Status Index|Subjective Health Complaint|Mood",,"June 11, 2020","University of Szeged Department of Dermatology and Allergology, Szeged, Hungary","https://ClinicalTrials.gov/show/NCT04426266"
1813,"NCT04370834","Tocilizumab for Patients With Cancer and COVID-19 Disease","Recruiting","No Results Available","Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|Pneumonia|Pneumonitis|Severe Acute Respiratory Distress Syndrome|Symptomatic COVID-19 Infection Laboratory-Confirmed","Biological: Tocilizumab","May 1, 2020","National Cancer Institute, Rockville, Maryland, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States","https://ClinicalTrials.gov/show/NCT04370834"
1814,"NCT04275414","Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia","Recruiting","No Results Available","Coronavirus Infections","Drug: Bevacizumab Injection","February 19, 2020","Renmin Hospital of Wuhan University, Wuhan, Hubei, China|Qilu Hospital of Shandong University, Jinan, Shandong, China|Moriggia-Pelascini Gravedona Hospital, Gravedona, Italy","https://ClinicalTrials.gov/show/NCT04275414"
1815,"NCT04368208","Impact of Giving Birth During the Covid 19 Pandemia on Postnatal Women's Depression","Not yet recruiting","No Results Available","Postnatal Depression","Other: Assessment of postnatal depression using the the Edinburgh questionnaire between 4 and 6 weeks after delivery","April 29, 2020",,"https://ClinicalTrials.gov/show/NCT04368208"
1816,"NCT04386083","Neurologic Manifestations of COVID-19","Not yet recruiting","No Results Available","Coronavirus Disease 2019",,"May 13, 2020",,"https://ClinicalTrials.gov/show/NCT04386083"
1817,"NCT04411563","Epigenetic Tools as Prognostic Predictors in Covid19","Recruiting","No Results Available","Prognosis","Other: Taking biological samples","June 2, 2020","Bakirkoy Dr. Sadi Konuk Research and Training Hospital, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT04411563"
1818,"NCT04407117","Appendicitis During the National Lockdown During the COVID-19 Pandemic","Completed","No Results Available","Appendicitis","Behavioral: Lock-down and social distancing","May 29, 2020","Nordsjaellands Hospital, Hillerød, Denmark","https://ClinicalTrials.gov/show/NCT04407117"
1819,"NCT04378595","Assessing Pediatric Food Insecurity During the COVID-19 Pandemic in Austin","Recruiting","No Results Available","Food Insecurity","Other: During COVID-19 Pandemic|Other: After COVID-19 Pandemic","May 7, 2020","Dell Medical School, Austin, Texas, United States|CommUnity Care Clinic - Southeast Health and Wellness Clinic, Austin, Texas, United States|CommUnity Care Clinic - Rundberg, Austin, Texas, United States","https://ClinicalTrials.gov/show/NCT04378595"
1820,"NCT04371601","Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019","Active, not recruiting","No Results Available","COVID-19 Pneumonia","Drug: Oseltamivir|Drug: hormones|Device: oxygen therapy|Procedure: mesenchymal stem cells","May 1, 2020","Fuzhou General Hospital, Fuzhou, Fujian, China","https://ClinicalTrials.gov/show/NCT04371601"
1821,"NCT04323839","COVID-19 PRIORITY (Pregnancy CoRonavIrus Outcomes RegIsTrY)","Recruiting","No Results Available","Pregnancy|Coronavirus|COVID-19","Other: Pregnant women under investigation for Coronavirus or diagnosed with COVID-19|Other: Postpartum women under investigation for Coronavirus or diagnosed with COVID-19","March 27, 2020","University of California, San Francisco, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT04323839"
1822,"NCT04399967","COVID-19 Brief Advice and Chat-based Support for Smoking Cessation Via ""Quit to Win"" Contest 2020","Recruiting","No Results Available","Smoking Cessation","Behavioral: Chat-based support|Behavioral: AWARD plus COVID-specific advice|Behavioral: AWARD advice|Behavioral: COVID-19 related health warning leaflet|Behavioral: Health warning leaflet|Behavioral: SMS-based support|Behavioral: Referral card|Behavioral: COSH Self-help smoking cessation booklet","May 22, 2020","Hong Kong Council on Smoking and Health (COSH), Hong Kong, Hong Kong, China","https://ClinicalTrials.gov/show/NCT04399967"
1823,"NCT04421664","Preemptive Therapy for SARS-Coronavirus-2 (COVID-19 PEP Canada)","Recruiting","No Results Available","Corona Virus Infection|SARS-CoV Infection|Coronavirus","Drug: Hydroxychloroquine|Drug: Placebo oral tablet","June 9, 2020","University of Minnesota, Minneapolis, Minnesota, United States|University of Alberta, Edmonton, Alberta, Canada|University of British Columbia, Vancouver, British Columbia, Canada|University of Manitoba, Winnipeg, Manitoba, Canada|Eastern Health, Saint John's, Newfoundland and Labrador, Canada|McMaster University, Hamilton, Ontario, Canada|Lawson Health Research Institute, London, Ontario, Canada|Research Institute of the McGill University Health Centre, Montréal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT04421664"
1824,"NCT04325919","Coronavirus Disease 2019 (COVID-19) Study of Hospitalized Patients in Hong Kong","Recruiting","No Results Available","Coronavirus Infections","Other: No intervention","March 30, 2020","Prince of Wales Hospital, Sha Tin, Hong Kong","https://ClinicalTrials.gov/show/NCT04325919"
1825,"NCT04435327","Lung Damage Caused by SARS-CoV-2 Pneumonia (COVID-19)","Recruiting","No Results Available","COVID|Pneumonia, Viral|Barotrauma|Interstitial Lung Disease|Bronchiectasis Adult|Emphysema",,"June 17, 2020","San Gerardo Hospital, Monza, MB, Italy","https://ClinicalTrials.gov/show/NCT04435327"
1826,"NCT04400838","Investigating a Vaccine Against COVID-19","Not yet recruiting","No Results Available","Coronavirus","Biological: ChAdOx1 nCoV-19|Biological: MenACWY vaccine|Biological: ChAdOx1 nCoV-19 + boost|Biological: MenACWY vaccine + boost|Biological: ChAdox1 n-CoV vaccine low dose","May 26, 2020","University Hospital Southampton NHS Foundation Trust, Southampton, Hampshire, United Kingdom|St Georges University Hospital NHS Foundation Trust, London, Tooting, United Kingdom|University Hospitals Birmingham NHS Foundation Trust, Birmingham, United Kingdom|University Hospitals Bristol and Weston NHS Foundation Trust, Bristol, United Kingdom|North Bristol NHS Trust, Bristol, United Kingdom|NIHR Cambridge Clinical Research Facility, Cambridge, United Kingdom|Public Health Wales, Cardiff, United Kingdom|Castle Hill Hospital, Cottingham, United Kingdom|NHS Lothian, Western General Hospital, Edinburgh, United Kingdom|Glasgow University and NHS Greater Glasgow & Clyde, New Lister Building, Glasgow Royal Infirmary & Queen Elizabeth University Hospital, Glasgow, United Kingdom|Liverpool School of Tropical Medicine (LSTM), Accelerator Research Clinic. Clinical Sciences Accelerator, LIverpool, United Kingdom|London North West University Healthcare Trust (LNWUH), Northwick Park Hospital, London, United Kingdom|University College London Hospitals NHS Foundation Trust, London, United Kingdom|Guy's and St Thomas' NHS Foundation Trust, Department of Infection, St Thomas Hospital, London, United Kingdom|Imperial College Healthcare NHS Trust, London, United Kingdom|The Newcastle upon Tyne Hospitals NHS Foundation Trust, Royal Victoria Infirmary, Newcastle upon Tyne, United Kingdom|University of Nottingham Health Service, Cripps Health Centre, University Park, Nottingham, United Kingdom|CCVTM, University of Oxford, Churchill Hospital, Oxford, United Kingdom|John Radcliffe Hospital, Oxford, United Kingdom|Sheffield Teaching Hospitals, Royal Hallamshire Hospital, Sheffield, United Kingdom","https://ClinicalTrials.gov/show/NCT04400838"
1827,"NCT04371835","COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings","Not yet recruiting","No Results Available","HIV-infection/Aids|Coronavirus Infection",,"May 1, 2020",,"https://ClinicalTrials.gov/show/NCT04371835"
1828,"NCT04370197","Covid-19 Epidemic on Acute Stroke Management","Recruiting","No Results Available","Stroke, Acute",,"April 30, 2020","Service de Neuroradiologie Interventionnelle, Strasbourg, France","https://ClinicalTrials.gov/show/NCT04370197"
1829,"NCT04423315","Thrombosis Risk Assessment and Clinical Presentation of Covid-19 Pneumonia","Not yet recruiting","No Results Available","Corona Virus Infection|Thromboembolic Disease",,"June 9, 2020","Vital Hospital, Bahcelievler, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT04423315"
1830,"NCT04376775","Assessment of the Impact of COVID-19 on Transplant Patients and on Patients Awaiting Transplantation","Active, not recruiting","No Results Available","Transplantation","Other: Transplant patient","May 6, 2020","Hopital Pellegrin, Bordeaux, France","https://ClinicalTrials.gov/show/NCT04376775"
1831,"NCT04397575","The GCO-002 CACOVID-19 Cohort: a French Nationwide Multicenter Study of COVID-19 Infected Cancer Patients","Recruiting","No Results Available","Cancer|COVID|Solid Tumor|Social Inequality|French National Cohort|Chemotherapy|Immunotherapy|Surgery|Radiotherapy",,"May 21, 2020","Ch D'Abbeville, Abbeville, France|CHU - Hôtel Dieu, Angers, France|CH Victor Dupouy, Argenteuil, France|AP - HP - Pitié Salpêtrière, Paris, France|Bichat, Paris, France|Centre Hospitalier Universitaire, Reims, France","https://ClinicalTrials.gov/show/NCT04397575"
1832,"NCT04427280","Cancer: Rapid Diagnostics and Immune Assessment for SARS-CoV-2 (COVID-19)","Recruiting","No Results Available","Infectious Disease|Cancer|Coronavirus Infection",,"June 11, 2020","The Royal Marden NHS Foundation Trust, Sutton, Surrey, United Kingdom","https://ClinicalTrials.gov/show/NCT04427280"
1833,"NCT04438967","Brain Health in the Time of COVID-19","Recruiting","No Results Available","Brain Health",,"June 19, 2020","Miro Health, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT04438967"
1834,"NCT04379063","COVID-19 Pandemic Short Interval National Survey Gauging Psychological Distress","Recruiting","No Results Available","Burnout, Professional|Psychological Distress","Other: COVID-19 pandemic","May 7, 2020","Nova Scotia Health Authority, Halifax, Nova Scotia, Canada","https://ClinicalTrials.gov/show/NCT04379063"
1835,"NCT04338672","The Impact of the Covid-19 Outbreak on Emergency Room Attendances of Surgical Patients","Recruiting","No Results Available","Emergency Service, Hospital|General Surgery","Other: COVID-19 Pandemic","April 8, 2020","Sheba Medical Center, Ramat Gan, Israel","https://ClinicalTrials.gov/show/NCT04338672"
1836,"NCT04324866","Prevalence and Incidence of COVID-19 Infection in Patients With Chronic Plaque Psoriasis on Immunosuppressant Therapy","Not yet recruiting","No Results Available","Coronavirus Infection","Diagnostic Test: Nasopharyngeal swab","March 27, 2020",,"https://ClinicalTrials.gov/show/NCT04324866"
1837,"NCT04327349","Investigating Effect of Convalescent Plasma on COVID-19 Patients Outcome: A Clinical Trial","Enrolling by invitation","No Results Available","Coronavirus Infections","Biological: Convalescent Plasma","March 31, 2020","Imam Khomeini Hospital, Mazandaran University of Medical Sciences, Sari, Mazandaran, Iran, Islamic Republic of","https://ClinicalTrials.gov/show/NCT04327349"
1838,"NCT04368637","Acute Cardiovascular Events Triggered by COVID-19-Related Stress","Recruiting","No Results Available","Acute Myocardial Infarction|Ventricular Tachycardia|Sudden Cardiac Death|Stroke, Acute",,"April 30, 2020","Istishari Hospital, Amman, Jordan|Abdelhadi Hospital, Amman, Jordan|Farah Hospital, Amman, Jordan|Jordan Hospital, Amman, Jordan|Specialty Hospital, Amman, Jordan","https://ClinicalTrials.gov/show/NCT04368637"
1839,"NCT04360863","The Impact of COVID-19 Pandemic on the Smoking Behaviour of Young Smokers and the Youth Quitline Service in Hong Kong","Recruiting","No Results Available","Smoking Cessation","Other: Telephone survey","April 24, 2020","The University of Hong Kong, Hong Kong, Hong Kong","https://ClinicalTrials.gov/show/NCT04360863"
1840,"NCT04357730","Fibrinolytic Therapy to Treat ARDS in the Setting of COVID-19 Infection","Recruiting","No Results Available","Severe Acute Respiratory Syndrome|Respiratory Failure|Acute Respiratory Distress Syndrome","Drug: Alteplase 50 MG [Activase]|Drug: Alteplase 100 MG [Activase]","April 22, 2020","Denver Health Medical Center, Denver, Colorado, United States","https://ClinicalTrials.gov/show/NCT04357730"
1841,"NCT04328129","Household Transmission Investigation Study for COVID-19 in French Guiana","Recruiting","No Results Available","Coronavirus Infections|Severe Acute Respiratory Syndrome|SARS-CoV Infection","Procedure: Human biological samples","March 31, 2020","Centre Hospitalier Andrée Rosemon, Cayenne, French Guiana|Institut Pasteur de la Guyane, Cayenne, French Guiana","https://ClinicalTrials.gov/show/NCT04328129"
1842,"NCT04357847","Assessment of Endothelial and Haemostatic Changes During Severe SARS-CoV-2 Infection","Recruiting","No Results Available","Covid-19|Endothelial Dysfunction|Thrombosis|Critically Ill",,"April 22, 2020","Rouen University Hospital, Rouen, France","https://ClinicalTrials.gov/show/NCT04357847"
1843,"NCT04341922","A Online-delivered Cognitive-behavioral Intervention for Dysfunctional Worry Related to the Covid-19 Pandemic","Recruiting","No Results Available","Dysfunctional Worry","Behavioral: Internet-delivered cognitive behavior therapy (ICBT) for dysfunctional worry related to the Covid-19 pandemic","April 10, 2020","Karolinska Institutet, Stockholm, Sweden","https://ClinicalTrials.gov/show/NCT04341922"
1844,"NCT04430062","Short-term Outcome of Covid-19 Surgical Patients: Case-series of a High-risk Area Community Hospital","Completed","No Results Available","General Surgery|Disease Outbreaks","Procedure: Surgical procedures performed under general anesthesia","June 12, 2020","Ospedale di Lodi - ASST Lodi, Lodi, Lombardia, Italy","https://ClinicalTrials.gov/show/NCT04430062"
1845,"NCT04316728","Clinical Performance of the VivaDiag ™ COVID-19 lgM / IgG Rapid Test in Early Detecting the Infection of COVID-19","Not yet recruiting","No Results Available","Coronavirus Infections","Device: VivaDiag™ COVID-19 lgM/IgG Rapid Test","March 20, 2020","Unità' Complesse di cure primarie (UCCP), ASP Catanzaro, Catanzaro, Italy","https://ClinicalTrials.gov/show/NCT04316728"
1846,"NCT04342169","University of Utah COVID-19 Hydrochloroquine Trial","Recruiting","No Results Available","Coronavirus Infection|Coronavirus|Infectious Disease","Drug: Hydroxychloroquine|Drug: Placebo oral tablet","April 10, 2020","University of Utah, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT04342169"
1847,"NCT04334434","Telerehabilitation in Individuals Over 65 Years of Age Having Social Isolation Due to Coronavirus (Covid-19)","Not yet recruiting","No Results Available","Telerehabilitation","Other: Telerehabilitation","April 6, 2020","Istanbul university Cerrahpasa, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT04334434"
1848,"NCT04423289","Telematic Monitoring Through a Mobile Application of Patients With COVID-19","Completed","No Results Available","Face-to-face Reconsultation to Emergency Room","Other: Farmalarm","June 9, 2020","Vall d'Hebron Hospital Universitari, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT04423289"
1849,"NCT04438629","Evaluation of Immune Response in COVID-19 Patients","Recruiting","No Results Available","Allergy and Immunology|Infection Viral","Drug: COVID-19 treatment","June 19, 2020","Azienda Ospedaliera Universitaria Integrata Verona, Verona, Italy","https://ClinicalTrials.gov/show/NCT04438629"
1850,"NCT04401436","COVID-19 Associated Lymphopenia Pathogenesis Study in Blood (CALYPSO)","Recruiting","No Results Available","Corona Virus Disease 2019",,"May 26, 2020","MedStar Georgetown University Hospital, Washington, District of Columbia, United States|National Institutes of Health Clinical Center, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT04401436"
1851,"NCT04394182","Ultra Low Doses of Therapy With Radiation Applicated to COVID-19","Recruiting","No Results Available","Pneumonia, Viral|Cytokine Storm","Radiation: Ultra-Low-dose radiotherapy|Device: ventilatory support with oxygen therapy|Drug: Lopinavir/ritonavir|Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Piperacillin/tazobactam|Drug: Low molecular weight heparin|Drug: Corticosteroid injection|Drug: Tocilizumab","May 19, 2020","Hospital La Milagrosa, GenesisCare, Madrid, Spain|Hospital Vithas Valencia Consuelo, Valencia, Spain","https://ClinicalTrials.gov/show/NCT04394182"
1852,"NCT04407208","Convalescent Plasma Therapy in Patients With COVID-19","Recruiting","No Results Available","Convalescence|Corona Virus Infection|Plaque","Biological: Convalescent plasma","May 29, 2020","Gatot Soebroto central army presidential hospital, Jakarta Pusat, Indonesia","https://ClinicalTrials.gov/show/NCT04407208"
