role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Principal Investigator,William Gwin,Fred Hutch/University of Washington Cancer Consortium,,NCT04329065,william gwin,william,male,0.99,64097,296,NCT04329065,"Concurrent WOKVAC Vaccination, Chemotherapy, and HER2-Targeted Monoclonal Antibody Therapy Before Surgery for the Treatment of Patients With Breast Cancer",Not yet recruiting,No Results Available,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8,Biological: pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine|Drug: Paclitaxel|Biological: Trastuzumab|Biological: Pertuzumab,"April 1, 2020","Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04329065
Principal Investigator,"William Eward, MD",Duke University,,NCT04389281,william eward,william,male,0.99,64097,373,NCT04389281,"X-ray Psoralen Activated Cancer Therapy in Head and Neck, Breast, Sarcoma and Melanoma",Not yet recruiting,No Results Available,Advanced Cancer,Combination Product: X-PACT,"May 15, 2020",,https://ClinicalTrials.gov/show/NCT04389281
Principal Investigator,Carlos E Vargas,Mayo Clinic,,NCT04443413,carlos e vargas,carlos,male,0.99,236888,297,NCT04443413,Assessing the Rate of Complications in X-Ray Therapy Versus Proton Beam Radiation Therapy After Breast Conserving Surgery or Mastectomy in Treating Patients With Breast Cancer,Recruiting,No Results Available,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8,Radiation: Proton Beam Radiation Therapy|Other: Questionnaire Administration|Radiation: X-ray Therapy,"June 23, 2020","Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|Mayo Clinic in Rochester, Rochester, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04443413
Study Director,Sandra PIQUIN,Insitut de Cancérologie de l'Ouest,,NCT04348955,sandra piquin,sandra,female,0.98,266121,298,NCT04348955,Interest of Touch-massage in Hospital Day Care,Recruiting,No Results Available,Breast Neoplasm Malignant Female,Behavioral: Women between 18 and 70 years old with an adjuvant breast cancer histologically characterized,"April 16, 2020","Insitut de Cancérologie de l'Ouest, Angers, France|Insitut de Cancérologie de l'Ouest, Angers, France",https://ClinicalTrials.gov/show/NCT04348955
Principal Investigator,"Séverine RACADOT, MD",Centre Leon Berard,,NCT04300829,séverine racadot,séverine,female,0.99,134,300,NCT04300829,Cicaderma Efficacy vs Standard Care of Sites in Preventing Radiodermatitis in Non-metastatic Breast Cancer Patients,Not yet recruiting,No Results Available,Breast Adenocarcinoma|Radiation Dermatitis|Radiation Toxicity,Drug: cicaderma + simple hygiene rules|Other: Simple hygiene rules and a maximum of one topical treatment,"March 9, 2020","Institut Sainte-Catherine, Avignon, France|Institut Curie, Paris, France|Institut Curie, Saint-Cloud, France",https://ClinicalTrials.gov/show/NCT04300829
Principal Investigator,"Youlia KIROVA, MD PhD",Institut Curie,,NCT04300829,youlia kirova,youlia,female,1.0,52,300,NCT04300829,Cicaderma Efficacy vs Standard Care of Sites in Preventing Radiodermatitis in Non-metastatic Breast Cancer Patients,Not yet recruiting,No Results Available,Breast Adenocarcinoma|Radiation Dermatitis|Radiation Toxicity,Drug: cicaderma + simple hygiene rules|Other: Simple hygiene rules and a maximum of one topical treatment,"March 9, 2020","Institut Sainte-Catherine, Avignon, France|Institut Curie, Paris, France|Institut Curie, Saint-Cloud, France",https://ClinicalTrials.gov/show/NCT04300829
Principal Investigator,"Andrea Nisonson, MD",Prisma Health-Upstate,,NCT04251507,andrea nisonson,andrea,male,0.62,302977,301,NCT04251507,VR Ultrasound Guided Breast Localization,Not yet recruiting,No Results Available,Breast Neoplasm Female,Device: Oculus Go Virtual Reality Goggles,"February 5, 2020",,https://ClinicalTrials.gov/show/NCT04251507
Principal Investigator,"Carmelo Guido, MD",Careggi Hospital,,NCT04309929,carmelo guido,carmelo,male,0.99,18215,304,NCT04309929,Description of the Analgesia Obtained With the Anesthesiological Protocols Currently Used in Breast Surgery,Completed,No Results Available,Breast Cancer,Drug: Analgesics,"March 17, 2020","Azienda Ospedaliero Universitaria Careggi, Florence, Italy",https://ClinicalTrials.gov/show/NCT04309929
Principal Investigator,"Hugues Bourgeois, MD",Clinique Victor Hugo - LE MANS,,NCT04391543,hugues bourgeois,hugues,male,0.98,4738,305,NCT04391543,BIOpsychosocial Approach of the CAncer-RElated FAtigue (BIOCARE FActory),Not yet recruiting,No Results Available,Breast Cancer,Other: Experimental session,"May 18, 2020",,https://ClinicalTrials.gov/show/NCT04391543
Principal Investigator,"Kristina Ahsberg, PhD",Region Halland,,NCT04437602,kristina ahsberg,kristina,female,0.98,29132,306,NCT04437602,Added Value of Preoperative Contrast Enhanced Mammography in Staging of Malignant Breast Lesions,Not yet recruiting,No Results Available,Breast Cancer,Diagnostic Test: Contrast Enhanced Mammography (CEM),"June 18, 2020","Halland Hospital Halmstad, Halmstad, Sweden|Helsingborg Hospital, Helsingborg, Sweden|Central Hospital Kristianstad, Kristianstad, Sweden",https://ClinicalTrials.gov/show/NCT04437602
Principal Investigator,"John Ng, M.D.",Weill Cornell Medicine,,NCT04371913,john ng,john,male,0.99,218952,308,NCT04371913,Personalized Second Chance Breast Conservation (PSCBC): A Two Center Prospective Phase II Clinical Study,Recruiting,No Results Available,Breast Cancer,Radiation: 600cGY x 5 fractions,"May 1, 2020","Weill Cornell Medicine, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04371913
Study Director,"John Goldberg, MD","Oncorus, Inc.",,NCT04348916,john goldberg,john,male,0.99,218952,424,NCT04348916,"Study of ONCR-177 Alone and in Combination With PD-1 Blockade in Adult Subjects With Advanced and/or Refractory Cutaneous, Subcutaneous or Metastatic Nodal Solid Tumors",Recruiting,No Results Available,Cancer|Melanoma|Solid Tumor|Squamous Cell Carcinoma of Head and Neck|Breast Cancer|Advanced Solid Tumor,Biological: ONCR-177|Biological: pembrolizumab,"April 16, 2020","City of Hope, Duarte, California, United States|Sarah Cannon Research Institute at HealthONE, Denver, Colorado, United States|Moffitt Cancer Center, Tampa, Florida, United States|Emory University, Atlanta, Georgia, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|Sarah Cannon Research Institute - Tennessee Oncology, Nashville, Tennessee, United States",https://ClinicalTrials.gov/show/NCT04348916
Principal Investigator,John Marshall,Queen Mary University of London,,NCT04285996,john marshall,john,male,0.99,218952,427,NCT04285996,IMaging Pilot Study of the αvβ6 Integrin Radiotracer [18F]-A20FMDV2 in PAtients With Solid Cancer Types,"Active, not recruiting",No Results Available,Cancer,Procedure: PET Scan,"February 26, 2020","Barts Health NHS Trust, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04285996
Principal Investigator,Peter Schmid,Queen Mary University of London,,NCT04285996,peter schmid,peter,male,0.99,165452,427,NCT04285996,IMaging Pilot Study of the αvβ6 Integrin Radiotracer [18F]-A20FMDV2 in PAtients With Solid Cancer Types,"Active, not recruiting",No Results Available,Cancer,Procedure: PET Scan,"February 26, 2020","Barts Health NHS Trust, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04285996
Principal Investigator,"Claire Conley, PhD",Moffitt Cancer Center,,NCT04257474,claire conley,claire,female,0.97,42044,311,NCT04257474,Barriers to Screening Breast MRI Utilization Among Patients at Elevated Risk,Recruiting,No Results Available,Breast Cancer,Behavioral: Self-Report Survey|Behavioral: Qualitative Interviews,"February 6, 2020","Georgetown Lombardi Comprehensive Cancer Center, Washington, District of Columbia, United States|Moffitt Cancer Center, Tampa, Florida, United States",https://ClinicalTrials.gov/show/NCT04257474
Principal Investigator,"Manja Jensen, MD","Section of General Practice, University of Copenhagen",,NCT04424758,manja jensen,manja,female,0.95,1279,314,NCT04424758,Testing Video Information About Mammography Screening,Recruiting,No Results Available,Breast Cancer,Other: Video information about mammography screening|Other: Video information about smart energy systems,"June 11, 2020","University of Copenhagen, Section of General Practice, Copenhagen, Capital, Denmark",https://ClinicalTrials.gov/show/NCT04424758
Principal Investigator,"Deepa Sheth, MD",University of Chicago Medicine,,NCT04341129,deepa sheth,deepa,female,0.93,592,364,NCT04341129,Abbreviated MRI Protocol: Initial Experience With Dotarem® (Gadoterate Meglumine),Not yet recruiting,No Results Available,Breast Neoplasms|Breast Diseases|Breast Fibroadenoma|Breast Cancer,Drug: Abbreviated MRI protocol: initial experience with Dotarem® (Gadoterate Meglumine),"April 10, 2020",,https://ClinicalTrials.gov/show/NCT04341129
Principal Investigator,"Lynn Henry, MD, PhD",University of Michigan Rogel Cancer Center,,NCT04268134,lynn henry,lynn,female,0.93,7857,318,NCT04268134,Altering Lipids for Tolerance of Aromatase Inhibitor Therapy,Not yet recruiting,No Results Available,Breast Cancer,Dietary Supplement: Omega-3 fatty acid supplement,"February 13, 2020","University of Michigan Rogel Cancer Center, Ann Arbor, Michigan, United States",https://ClinicalTrials.gov/show/NCT04268134
Principal Investigator,"Khadra M Ali, Phd","Cairo University, Faculty of physical Therapy.",,NCT04257643,khadra m ali,khadra,female,0.94,168,320,NCT04257643,Aquatic Versus Land Based Exercise on Lymphedema Post Mastectomy,Completed,No Results Available,Breast Cancer,Other: aquatic based exercise.|Other: land-based exercise.,"February 6, 2020","Cairo university., Cairo., Cairo, Egypt",https://ClinicalTrials.gov/show/NCT04257643
Principal Investigator,"Mona R Elghamry, MD","Tanta University, Faculty of Medicine",,NCT04239716,mona r elghamry,mona,female,0.97,20027,321,NCT04239716,Regional Anesthesia for Modified Radical Mastectomy With Axillary Lymph Node Dissection,Recruiting,No Results Available,Breast Cancer,Other: regional anesthesia,"January 27, 2020","Tanta University, Faculty of Medicine, Tanta, Egypt",https://ClinicalTrials.gov/show/NCT04239716
Study Director,"Mohamed E Afandy, MD","Tanta University, Faculty of Medicine",,NCT04239716,mohamed e afandy,mohamed,male,0.98,175927,321,NCT04239716,Regional Anesthesia for Modified Radical Mastectomy With Axillary Lymph Node Dissection,Recruiting,No Results Available,Breast Cancer,Other: regional anesthesia,"January 27, 2020","Tanta University, Faculty of Medicine, Tanta, Egypt",https://ClinicalTrials.gov/show/NCT04239716
Principal Investigator,Mohamed A Elbaiomy,Mansoura university Oncology Center,,NCT04274504,mohamed a elbaiomy,mohamed,male,0.98,175927,335,NCT04274504,Osteopontin in Metastatic Breast Cancer Patients,Completed,No Results Available,"Survival, Prosthesis",Diagnostic Test: Osteopontin,"February 18, 2020","Mansoura University Oncology Center, Mansoura, Daqahliyah, Egypt",https://ClinicalTrials.gov/show/NCT04274504
Principal Investigator,"Linda Koehler, PhD, PT, CLT-LANA","University of Minnesota, Division of Physical Therapy",,NCT04225572,linda koehler,linda,female,0.98,99198,322,NCT04225572,Physical Rehabilitation Evaluation and Optimal Physical Therapy (PRE-OPT),Recruiting,No Results Available,Breast Cancer,Behavioral: Physical Therapy: Dependent on Patient's Needs,"January 13, 2020","University of Minnesota Masonic Cancer Center, Minneapolis, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04225572
Study Chair,"Katherine E. Reeder-Hayes, MD","University of North Carolina, Chapel Hill",,NCT04379570,katherine e. reeder-hayes,katherine,female,0.98,8451,324,NCT04379570,Additional Support Program Via Text Messaging and Telephone-Based Counseling for Breast Cancer Patients Receiving Hormonal Therapy,Not yet recruiting,No Results Available,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|HER2 Negative Breast Carcinoma|Hormone Receptor Positive Breast Carcinoma|Invasive Breast Carcinoma|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8,Other: Educational Intervention|Other: Text Message-based Navigation Intervention|Behavioral: Motivational Interviewing|Other: Best Practice|Other: Questionnaire Administration|Other: Quality-of-Life Assessment,"May 7, 2020",,https://ClinicalTrials.gov/show/NCT04379570
Principal Investigator,"Cristian Ochoa, PhD","Institut Català d'Oncologia, L'Hospitalet de Llobregat, Barcelona, Spain, 08908",,NCT04372459,cristian ochoa,cristian,male,0.99,75120,325,NCT04372459,"Online Psychosocial Cancer Screening, Monitoring and Stepped Treatment in Cancer Survivors",Not yet recruiting,No Results Available,Breast Cancer|Psychological Distress|Emotional Disorder,Behavioral: Online integrated and stepped psychosocial care|Behavioral: Usual psychosocial care,"May 4, 2020",,https://ClinicalTrials.gov/show/NCT04372459
Principal Investigator,"Mathias Fehr, Prof. Dr.","Brustzentrum Thurgau, Kantonsspital Frauenfeld",,NCT04390529,mathias fehr,mathias,male,0.99,17180,326,NCT04390529,Immediate Breast Reconstruction Following Mastectomy (IRMA),Recruiting,No Results Available,Breast Cancer Female,Other: quality-of-life questionnaire: BREAST-Q,"May 15, 2020","Kantonsspital Baden, PD Dr. med. Cornelia Leo, Baden, Aargau, Switzerland|Tumor- und Brustzentrum ZeTuP, Dr. Véronique Dupont Lampert, St. Gallen, Saint Gallen, Switzerland|Kantonsspital Frauenfeld, Prof. Dr. med. Mathias K. Fehr, Frauenfeld, Thurgau, Switzerland|Ospedale Regionale Bellinzona e Valli, Dr. Begoña Lipp von Wattenwyl, Bellinzona, Ticino, Switzerland|Campus SLB Sonnenhof AG, Bern, Switzerland|Universitätsspital Zürich, Klinik für Gynäkologie, Zürich, Switzerland",https://ClinicalTrials.gov/show/NCT04390529
Principal Investigator,"Savitri Krishnamurthy, MD",M.D. Anderson Cancer Center,,NCT04242277,savitri krishnamurthy,savitri,female,0.95,85,327,NCT04242277,Wide-field Optical Coherence Tomography Imaging of Excised Breast Tissue.,Not yet recruiting,No Results Available,Breast Cancer Female,Device: Investigational WF-OCT device,"January 27, 2020","MD Anderson Cancer Center, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04242277
Principal Investigator,"Aiping Shi, Doctor",First Hospital of Jilin University,,NCT04440683,aiping shi,aiping,female,0.53,15,328,NCT04440683,Antler Plate on Preventing Mammary High-risk Lesions From Malignant Development,Recruiting,No Results Available,Breast Cancer Prevention,,"June 22, 2020","First Hospital of Jilin University, Changchun, Jilin, China",https://ClinicalTrials.gov/show/NCT04440683
Principal Investigator,"Richard J Barth Jr., MD",DHMC,,NCT04257799,richard j barth jr.,richard,male,0.99,101928,329,NCT04257799,Lumpectomy Specimen Margin Evaluation With Tomography and Structured Light Imaging,Recruiting,No Results Available,Breast Cancer Female,Other: Structured Light Imaging (SLI) System,"February 6, 2020","Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, United States",https://ClinicalTrials.gov/show/NCT04257799
Principal Investigator,"Cesar Santa-Maria, MD",Johns Hopkins University,,NCT04447651,cesar santa-maria,cesar,male,0.98,27863,330,NCT04447651,Patient Response to Immunotherapy Using Spliceosome Mutational Markers (PRISMM),Not yet recruiting,No Results Available,Metastatic Breast Cancer|SF3B1 Gene Mutation|Spliceosome Mutation,Other: Recommendation for treatment with immunotherapy,"June 25, 2020",,https://ClinicalTrials.gov/show/NCT04447651
Principal Investigator,"Yi Feng, MD,PhD",Peking University People's Hospital,,NCT04390698,yi feng,yi,female,0.5,2044,336,NCT04390698,Opioid Free Anesthesia in Breast Cancer Surgery,Not yet recruiting,No Results Available,Opioid Free Anesthesia,Procedure: paravertebral block|Drug: opioid free anesthesia|Procedure: sham block|Procedure: opioid general anesthesia,"May 15, 2020",,https://ClinicalTrials.gov/show/NCT04390698
Principal Investigator,"walaa Y Elsabeeny, MD",Lecturer,,NCT04248608,walaa y elsabeeny,walaa,female,0.8,783,337,NCT04248608,Perioperative Analgesic Modalities for Breast Cancer Surgeries,Recruiting,No Results Available,Analgesia,Procedure: serratus plane block|Procedure: erector spinae block|Drug: Morphine Sulfate,"January 30, 2020","Department of anesthesia and pain medicine. National Cancer Institute, Cairo, Egypt",https://ClinicalTrials.gov/show/NCT04248608
Study Director,"Justine Walker, MD","Turnstone Biologics, Corp.",,NCT04301011,justine walker,justine,female,0.95,25925,338,NCT04301011,"Study of TBio-6517, Given Intratumorally, Alone or in Combination With Pembrolizumab, in Solid Tumors",Recruiting,No Results Available,Solid Tumor|Triple Negative Breast Cancer|Microsatellite Stable Colorectal Cancer,Biological: TBio-6517|Biological: Pembrolizumab,"March 9, 2020","Mayo Clinic, Phoenix, Arizona, United States|Mayo Clinic, Jacksonville, Florida, United States|Sylvester Comprehensive Cancer Center / UMHC, Miami, Florida, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Mayo Clinic, Rochester, Minnesota, United States|The Billings Clinic, Billings, Montana, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04301011
Principal Investigator,Trevor Royce,UNC Chapel Hill,,NCT04292860,trevor royce,trevor,male,0.99,6317,339,NCT04292860,Reverse Axillary Mapping in Breast Radiation Treatment Planning,Not yet recruiting,No Results Available,Breast Cancer|Lymphedema,,"March 3, 2020",,https://ClinicalTrials.gov/show/NCT04292860
Principal Investigator,"Winnie SS Chee, PhD",International Medical University,,NCT04400552,winnie ss chee,winnie,female,0.88,4657,340,NCT04400552,Perioperative Oral Nutrition Supplementation in Malnourished Surgical Cancer Patients,Recruiting,No Results Available,Cancer of Breast|Cancer Colon,Dietary Supplement: ONS Pre-op + ONS Post-op|Dietary Supplement: ONS Pre-op + ONS Post-op + ONS Post-op 3 months|Dietary Supplement: Usual intake Pre-op + ONS Post-op,"May 22, 2020","International Medical University, Kuala Lumpur, Malaysia",https://ClinicalTrials.gov/show/NCT04400552
Principal Investigator,"Terje Alraek, PhD","School of Health Sciences, Kristiania University College",,NCT04418115,terje alraek,terje,male,0.91,963,341,NCT04418115,Fatigue as a Late Effect in Breast Cancer Survivors - is Acupuncture a Treatment Option?,Not yet recruiting,No Results Available,"Fatigue|Depression, Anxiety|Insomnia|Hot Flashes|Quality of Life",Other: Acupuncture; based on Tradidtional Chinese Medicine,"June 5, 2020",,https://ClinicalTrials.gov/show/NCT04418115
Study Chair,"Gunilla Björling, PhD",The Swedish Red Cross University College,,NCT04324346,gunilla björling,gunilla,female,0.99,1377,344,NCT04324346,Central Catheters Used for Chemotherapy in Women With Breast Cancer,Recruiting,No Results Available,Catheter Related Complications,Drug: FEC75 (or EC90) x 6|Drug: FEC100 + Taxotere (EC90 + Taxotere) 3+3|Drug: Paclitaxel,"March 27, 2020","Onkologiska kliniken, Karolinska University Hospital, Danderyd Hospital, Stockholm, Sweden",https://ClinicalTrials.gov/show/NCT04324346
Principal Investigator,"Celina Shirazipour, PhD",Cedars-Sinai Medical Center,,NCT04282967,celina shirazipour,celina,female,0.98,5320,348,NCT04282967,Streaming Web-based Exercise At Home: A Pilot Study,Not yet recruiting,No Results Available,Prostate Cancer|Breast Cancer Female,Behavioral: Exercise,"February 25, 2020","Cedars Sinai Medical Center, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04282967
Principal Investigator,Nestor Esnaola,Fox Chase Cancer Center,,NCT04290585,nestor esnaola,nestor,male,0.98,6358,350,NCT04290585,Technology and Health Communication in Improving Health Outcomes in Patients Scheduled for Mammography,Completed,No Results Available,Female Breast Carcinoma|Healthy Subject,Other: Questionnaire Administration|Behavioral: Telephone-Based Intervention,"March 2, 2020","Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04290585
Principal Investigator,"Sian Taylor-Phillips, PhD",University of Warwick,,NCT04365114,sian taylor-phillips,sian,female,0.88,1397,353,NCT04365114,Patient Outcomes From Second Film-readers and Test Threshold Relaxation in Breast Screening,Enrolling by invitation,No Results Available,Breast Cancer|Ductal Carcinoma in Situ,Diagnostic Test: Breast Screening Mammography with single reader|Diagnostic Test: Breast screening mammography with two readers|Diagnostic Test: Test threshold,"April 28, 2020","Univesity of Warwick, Coventry, Warwickshire, United Kingdom",https://ClinicalTrials.gov/show/NCT04365114
Principal Investigator,"Stefanie Woodard, MD",University of Alabama at Birmingham,,NCT04340180,stefanie woodard,stefanie,female,0.97,25370,354,NCT04340180,Evaluating the Performance of AI in Evaluating Breast MRI Performed With Dose Reduction,Not yet recruiting,No Results Available,Breast Benign Tumor|Breast Malignant Tumor,Drug: Standard of Care (SOC) gadolinium Breast MRI|Drug: reduced 1/4 dose gadolinium Breast MRI with Artificial Intelligence (AI) to aid in evaluation.,"April 9, 2020","The Kirklin Clinic, Birmingham, Alabama, United States",https://ClinicalTrials.gov/show/NCT04340180
Principal Investigator,"Matthew Covington, MD",Huntsman Cancer Institute/ University of Utah,,NCT04252859,matthew covington,matthew,male,1.0,35521,355,NCT04252859,[18F]Fluoroestradiol Imaging of Invasive Lobular Carcinoma Using PET/CT,Not yet recruiting,No Results Available,Invasive Lobular Breast Carcinoma,Drug: [18F]Fluoroestradiol (FES) PET/CT,"February 5, 2020",,https://ClinicalTrials.gov/show/NCT04252859
Study Director,"Matthew Griffiths, MBBS, MD",Mid Essex NHS trust,,NCT04350411,matthew griffiths,matthew,male,1.0,35521,368,NCT04350411,Comparison of PEAK PlasmaBlade™ to Conventional Diathermy in Abdominal Based Free Flap Breast Reconstruction,Completed,No Results Available,Breast Reconstruction|Breast Cancer,Device: Conventional diathermy|Device: PEAK PlasmaBlade™,"April 17, 2020","Mid Essex NHS trust, Chelmsford, Essex, United Kingdom",https://ClinicalTrials.gov/show/NCT04350411
Principal Investigator,"Thessa R Friebel, MSc",Mid Essex NHS trust,,NCT04350411,thessa r friebel,thessa,female,0.98,233,368,NCT04350411,Comparison of PEAK PlasmaBlade™ to Conventional Diathermy in Abdominal Based Free Flap Breast Reconstruction,Completed,No Results Available,Breast Reconstruction|Breast Cancer,Device: Conventional diathermy|Device: PEAK PlasmaBlade™,"April 17, 2020","Mid Essex NHS trust, Chelmsford, Essex, United Kingdom",https://ClinicalTrials.gov/show/NCT04350411
Study Director,"Selim Cellek, MD, PhD",Anglia Ruskin University,,NCT04350411,selim cellek,selim,male,0.97,22868,368,NCT04350411,Comparison of PEAK PlasmaBlade™ to Conventional Diathermy in Abdominal Based Free Flap Breast Reconstruction,Completed,No Results Available,Breast Reconstruction|Breast Cancer,Device: Conventional diathermy|Device: PEAK PlasmaBlade™,"April 17, 2020","Mid Essex NHS trust, Chelmsford, Essex, United Kingdom",https://ClinicalTrials.gov/show/NCT04350411
Study Director,"Jens N Børglum, PhD, MD","Department of Anaesthesiology, Zealand University Hospital, Roskilde",,NCT04248179,jens n børglum,jens,male,0.99,23807,356,NCT04248179,The Ultrasound-guided Multiple-injection Costotransverse Block for Mastectomy and Primary Reconstructive Surgery.,Recruiting,No Results Available,Breast Cancer|Ductal Carcinoma in Situ,Drug: Ropivacaine injection|Drug: Saline 0.9%|Drug: Sufentanil and PONV prophylaxis,"January 30, 2020","Department of Anaesthesiology and Intensive Care Medicine, Zealand University Hospital, Roskilde, Roskilde, Zealand Region, Denmark",https://ClinicalTrials.gov/show/NCT04248179
Principal Investigator,Maria E Fernandez,"The University of Texas Health Science Center, Houston",,NCT04397744,maria e fernandez,maria,female,0.98,334287,357,NCT04397744,Unidas Por Vida y Salud: Increasing Breast and Cervical Cancer Screening in El Paso,Completed,No Results Available,Breast Cancer|Cervical Cancer,Behavioral: Unidas por Vida y Salud prevention program,"May 21, 2020","The University of Texas Health Science Center at Houston, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04397744
Principal Investigator,"Maria C. Katapodi, PhD","Department of Clinical Research, University of Basel",,NCT04214210,maria c. katapodi,maria,female,0.98,334287,381,NCT04214210,The DIALOGUE Study: Swiss-Korean Billateral Collaboration,Not yet recruiting,No Results Available,Hereditary Cancer|Breast Cancer|Ovarian Cancer,Other: Adapted Family Gene Toolkit|Other: Targeted intervention,"January 2, 2020","University Hospital Basel, Basel, Switzerland|Istituto Oncologico della Zvizzera Italiana, Bellinzona, Switzerland|Universitatklinik fur Medizinische Onkologie, Inselspital, Bern, Switzerland|Unite d'Oncogenetique et de Prevention des Cancers, Geneva, Switzerland",https://ClinicalTrials.gov/show/NCT04214210
Principal Investigator,Lara Savas,"The University of Texas Health Science Center, Houston",,NCT04426019,lara savas,lara,female,0.98,39309,358,NCT04426019,Using a Lay Health Worker Program to Increase Breast and Cervical Cancer Screening in Low-Income Hispanic Women,Completed,No Results Available,Breast Cancer|Cervical Cancer,Behavioral: CLS Intervention|Behavioral: No CLs intervention,"June 11, 2020","The University of Texas Health Science Center at Houston, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04426019
Principal Investigator,"Dirk Rades, MD","Department of Radiation Oncology, University of Lübeck, Germany",,NCT04335409,dirk rades,dirk,male,0.99,23736,359,NCT04335409,Pneumonitis After Radiotherapy of Breast or Lung Cancer,Not yet recruiting,No Results Available,Breast Cancer|Lung Cancer,Diagnostic Test: Questionnaire|Other: Mobile Application,"April 6, 2020",,https://ClinicalTrials.gov/show/NCT04335409
Study Director,"Birna Baldursdottir, PhD",Reykjavik University,,NCT04418856,birna baldursdottir,birna,female,0.89,54,362,NCT04418856,The Effects of Light Therapy to Treat Cancer-related Side Effects,Not yet recruiting,No Results Available,Breast Cancer|Circadian Rhythms|Fatigue|Sleep Disturbance|Cognitive Impairment|Inflammatory Response|Depression,Device: Light Glasses (Experimental)|Device: Light Glasses (Comparison),"June 5, 2020",,https://ClinicalTrials.gov/show/NCT04418856
Study Director,"Hege Kersten, PhD",Sykehuset Telemark,,NCT04273464,hege kersten,hege,female,0.9,365,363,NCT04273464,Breast Reconstruction With Autologous Tissue: Microsurgery or Fat Grafting?,"Active, not recruiting",No Results Available,Breast Cancer|Mammaplasty,Procedure: Brava-group|Procedure: DIEP-group,"February 18, 2020","Telemark Hospital, Skien, Telemark, Norway",https://ClinicalTrials.gov/show/NCT04273464
